baseline_current,current_rms,delta_current_ratio,current_std,spike_count,onoff_transitions,duty_cycle,temp_max,label
1.1905465478874473,1.2405637821281217,1.0420119938438586,0.013756130433134228,1,2,0.6133863126598229,38.3304395338607,Normal
4.46675349034359,5.302065806374885,1.1870065849474583,0.13509604643277018,8,9,0.7856413192918784,89.7478172177952,Faulty
5.981671401345263,7.152907452116403,1.1958041443914373,0.17121774074660648,10,14,0.9356223899512581,70.24652974897478,Faulty
1.6763937957914306,2.630285963616597,1.5690143749159076,0.1931073699797171,3,6,0.05397175461886727,77.70974579858961,Faulty
5.076593835109018,7.015604863031124,1.381951184377244,0.3098615512383919,14,10,0.6388768588761794,77.50281732803103,Faulty
2.600243707592448,2.5952451735017195,0.9980776670755386,0.026225746649826093,0,2,0.6758249361709527,43.19096946024277,Normal
1.4245197459011218,1.7175685315682199,1.2057176016761504,0.09142552354596654,3,4,0.9941764557817838,51.07219738693824,Warning
2.8122670441507256,3.6380911361865707,1.2936506665515597,0.28171037206585686,9,11,0.8393567355029719,79.95556438758527,Faulty
5.472791009349791,6.562231057788754,1.1990648001317332,0.037238547114672546,3,3,0.7819434811580028,53.546756839633645,Warning
1.3944693198605498,1.6092981203874763,1.154057746174301,0.04057804853474511,2,4,0.3377657925918715,52.81161357957782,Warning
4.923635444313121,5.091689013498001,1.034132008977022,0.04428199302229033,0,0,0.5175873157657983,43.236431872734855,Normal
3.5400993380906476,3.571727210259926,1.0089341764591095,0.06876558262129379,1,1,0.7068664487901649,30.98496838520321,Normal
3.0913176439274146,3.0294247608518363,0.9799784783691962,0.043881185984163504,1,2,0.9845582654703693,28.135388746700045,Normal
5.770023521014759,5.853286034331861,1.0144301861186276,0.008361654815182447,1,1,0.5318044980882504,29.421577473868837,Normal
3.8204236674586483,4.048335641275174,1.0596562040377404,0.04699984142280392,3,5,0.8065092164443313,55.05529046702646,Warning
1.0431632362330867,1.4229735202575624,1.364094775229991,0.21619690802447816,3,13,0.08461553396589322,73.61024983713295,Faulty
1.5487486930724974,1.512557240551602,0.9766318107755128,0.03981516313939983,1,1,0.6028971884947109,39.83132216933659,Normal
0.3532683979197945,0.4330909911192454,1.2259545254245294,0.0848563091596384,3,5,0.4559874786693544,59.8313115812011,Warning
2.3438782186992624,3.1865344585442568,1.3595136612142875,0.22295295444617175,2,6,0.1862435756622698,93.14333949944492,Faulty
4.46169591372545,4.448266067303565,0.9969899682359412,0.04590074443446621,1,0,0.5961313280099692,28.617301104183973,Normal
4.8121935112311265,6.270720543909429,1.3030898548186522,0.23670461617654048,10,7,0.6465403707138817,88.71314307638764,Faulty
4.086303351676565,4.354130459591324,1.0655426396096785,0.02876629751147746,2,3,0.7298438748475313,57.154310408522946,Warning
0.3444008138686571,0.578053833282936,1.6784334124813838,0.2204397722892037,7,11,0.6781482938053891,68.21457254990558,Faulty
4.984851234347202,5.0620353840570305,1.0154837418573308,0.04382593541848108,0,0,0.6178458730324998,37.675171274403546,Normal
1.3402510000032801,1.6213899815008324,1.2097659180980758,0.08401866522223904,2,3,0.31495275169581016,54.15214567613293,Warning
0.35296563205645737,0.6695197687549813,1.896841244441302,0.2580735721280333,7,6,0.9661179201737615,73.78791426671661,Faulty
3.470162066727306,3.4335476417472837,0.9894487853085913,0.04142006026915387,0,1,0.7415059277741893,42.9300850191799,Normal
0.8995495540084488,0.8839890978751602,0.9827019466977108,0.026199608432116064,0,2,0.6915822342795629,40.893257847957784,Normal
1.335694667118127,1.887645329089996,1.4132311639476325,0.10421437007937569,3,9,0.12373165758065109,94.89253012559692,Faulty
1.4884207506625229,1.4167329880135704,0.9518363590288277,0.02755074846312716,1,1,0.76625743487826,27.28496906516113,Normal
4.867900654413395,4.85030303900791,0.9963849682533003,0.02491329930037548,0,0,0.8169264504417713,33.54494392463408,Normal
3.175988453602253,3.4131676911863407,1.0746788727506473,0.05151903829463961,4,3,0.8993821181366257,50.630627472605774,Warning
0.6826425152219614,0.691859308803718,1.0135016401355543,0.011276276771874056,1,0,0.7825088844530552,34.36452808185265,Normal
2.375386269678888,2.3986575558138448,1.009796842910144,0.016252977268735647,0,1,0.751651302148619,26.216326236995997,Normal
3.6219768181377185,3.791354732294094,1.0467639420849366,0.03868531277587793,0,0,0.7860614818611031,28.61570301124759,Normal
5.438734112721726,6.541438411122241,1.2027501759685553,0.043837915098496674,4,4,0.5306100752087066,47.84034433708065,Warning
4.795646923266989,5.920377035350858,1.2345314678249202,0.08133123380802103,4,5,0.5825807949990551,54.86986032887127,Warning
4.661537056120162,4.4882527496303215,0.962826787730383,0.021702409288352868,1,2,0.831503673070888,35.96764072391308,Normal
