device_type,avg_current,peak_current,duty_cycle,onoff_rate,usage_duration
Charger,0.06996702437290533,0.15694695132714104,0.26880003419689996,0.3416512915558982,15.206913023095547
Fan,0.42517661670341145,0.46172836582080257,0.784741727911001,0.08504563708753879,40.144194407704994
LED Light,0.06973300195295656,0.06016212665632642,0.7746142817762889,0.06171449866040301,220.82984855907037
LED Light,0.07644075470692042,0.04815077312060416,0.8288970438216805,0.08727302504846018,257.32206303378837
Heater,8.930901558043477,9.016179943647483,0.7739920791552181,0.1454584954479137,102.78165717816407
Charger,0.03372172316100659,0.05728762059771751,0.1230731916206004,0.40254687686180496,44.351629887591415
LED Light,0.053051442236548355,0.03608907319379871,0.8225359639212095,0.0372688517012314,100.13352161528807
Refrigerator,0.9321159591700554,1.271033747121508,0.507359850653226,0.2450436917396883,1364.7456571043836
Heater,4.3151682624988075,9.46650596833323,0.9256273149546723,0.06284830409990098,292.85216899605797
LED Light,0.025579438389387928,0.07117415868638734,0.8442918669658371,0.06423255259052274,47.510470510401454
LED Light,0.0745070336800177,0.07083742563362844,0.8202554250290919,0.04620058036441327,285.76650169519013
TV,0.5369973916705619,0.7412465302638315,0.6490301591331127,0.0020093962109663187,51.174478664858256
Fan,0.30416126560739454,0.3742679310839659,0.7187578887228537,0.09178810331936407,227.83803819226458
TV,0.655439712174861,0.664536889730364,0.5258350533656266,0.10241771533973279,170.5104300357171
LED Light,0.07569911375526352,0.059972890382212006,0.9899964457131009,0.09636199770892528,260.31255297618725
Refrigerator,0.8220726786006427,1.9001905371817187,0.30885378041179884,0.4562840898908886,771.8757061799513
Washing Machine / Motor,5.70827646420474,4.312240334819201,0.39298761608670535,0.4488322529646571,96.19666685826903
Fan,0.3812819207001314,0.5913452722104857,0.8686566433193575,0.14295065528878917,48.48162219282453
Fan,0.36812756679892755,0.49830427627419605,0.7235367448951372,0.10889939182077302,221.51662368760458
LED Light,0.021235069657748146,0.09789368965133961,0.9497327922401265,0.021233911067827616,79.09274114591716
TV,0.435199512411396,0.9534332886699179,0.6349479474302309,0.017080496858174764,91.9686385127086
Water Pump,4.518616063474693,5.801992025597573,0.5566992350420847,0.15870425292806492,45.65698432583904
TV,0.6337299182997593,0.7886767006098339,0.6585629500912356,0.09167269588526124,104.59317118144841
Kettle,8.268658185183483,11.446366749601218,0.29398511471318867,0.0634453139755603,12.16866707822926
Refrigerator,1.4185998855934823,1.03606401965046,0.5228190344768936,0.5149395393638828,917.1223362794447
Washing Machine / Motor,4.349534381074589,4.553808476862107,0.6996598267114635,0.6744195942309256,122.15724596351305
Air Conditioner,5.149015522456784,6.158083993163506,0.8695623335682732,0.06360194096285963,490.0021004225384
Fan,0.3115591663361491,0.5741365331619778,0.9858445051007518,0.06534850840600817,125.69473617412481
LED Light,0.04728439133803154,0.06609172200054753,0.846653974077076,0.06668642575461044,67.70583878420447
Refrigerator,0.7424547456294363,2.3762353184127005,0.3512752291241847,0.37014259850799347,581.8149240623195
Air Conditioner,7.867190866797483,9.56949612551323,0.6624120548742773,0.005074297608463119,465.0811519011996
Washing Machine / Motor,5.9849683944680825,6.682786014849222,0.33498006260110147,0.31012468989504605,137.893170022842
Air Conditioner,6.836636521503646,7.510730720081306,0.685160087725261,0.004047246527990089,342.95631043092027
Heater,5.386879066666507,7.117408809562199,0.7883040886670809,0.0776854442455714,251.58235351828904
Fan,0.3376357226496689,0.5517541184940895,0.7482038754135535,0.00499433242340992,151.24046734113398
Water Pump,5.683430813322781,7.658699867928026,0.724724307775678,0.15664714377559247,85.04014827680558
Refrigerator,0.7803058389867981,1.4220133834150521,0.575317199370902,0.28788910004415874,800.0857343554757
Charger,0.09866130612179018,0.09196516397329471,0.39662812176827855,0.5969271823529003,26.967016597806214
Air Conditioner,8.615926786357141,6.093859771844604,0.9669293978928697,0.16195770573762094,512.0983371976972
Air Conditioner,6.362303749684475,7.806954118712672,0.7891148930847569,0.09962593483679608,372.9496393409898
Air Conditioner,8.796449827552989,11.991703914986308,0.6177036244207633,0.1453959742691631,264.1367736059254
Heater,4.455422074400257,4.770197916405188,0.7338974127197448,0.10185779813598524,173.7338865477498
LED Light,0.0682162121264921,0.06536447415036467,0.9901379845777512,0.04177609792750997,295.70978613985443
Heater,8.009601961279913,9.532922209033433,0.902637573605652,0.16448446200325548,88.4524531618517
Fan,0.3650718346258197,0.42871871079079976,0.782776808314164,0.15371626618264042,91.09355610086027
Kettle,8.82908290377782,6.938698839980891,0.1803840373985353,0.06465972838024704,7.208622113451012
TV,0.6791426269014642,0.6292786318201229,0.5348849961625144,0.08045208273670841,28.19588742469012
Washing Machine / Motor,4.26212750769623,7.507928131049314,0.4981886252261333,0.7707128359089399,163.7802306571989
Heater,6.248399254425786,8.931266338822908,0.664646424292119,0.058567124492052085,213.46716613886997
TV,0.3221439267753638,0.7690605050199066,0.4282200254839579,0.18680659822612788,142.61620488918243
Fan,0.35929170834562485,0.42515802556937293,0.7480676802929519,0.034187280484169656,142.8990928039559
Refrigerator,1.0807983689381226,2.647603499841076,0.3412587043513444,0.5772082838582944,1206.383084546527
Fan,0.4113330106053633,0.5574069813021687,0.999288489220647,0.04829929705137357,40.89472325211892
Fan,0.44923153469975574,0.5476246992371844,0.9534614043265687,0.04980174722181799,185.7096476915942
LED Light,0.048044090674992185,0.07293879724474954,0.7501101838276225,0.09911686261369766,92.55135937352972
Charger,0.10355392792414254,0.15407858214924897,0.32478260104723133,0.3980696748669358,30.757836905270533
Fan,0.3884022511893309,0.43737869833020837,0.7679564878108317,0.12279406126504654,98.27169192753001
Washing Machine / Motor,4.06526624664468,5.224146287989795,0.4355527544994697,0.7240681446515891,102.5260611866498
LED Light,0.03247317530876164,0.03185725427116738,0.7544306305269391,0.05830415609696922,143.78462865997443
Water Pump,5.451943448254754,6.340919480143835,0.7240506540047837,0.15352120389164636,65.56737104909834
Water Pump,4.416882712137104,7.471385585398195,0.7765159801577108,0.1251338659849813,26.325113572090086
Heater,4.454190905307071,5.209155179808994,0.6958439328112821,0.17190554104949796,279.6453837299024
Refrigerator,1.0070911298708665,1.8487780361450208,0.36270517903971783,0.3705624225967891,912.65531000378
Refrigerator,1.0743638446621124,1.0764055675147821,0.5460859586387655,0.5312173143097009,479.55062480641635
Heater,7.825557552199249,8.702069441161463,0.7169781843989583,0.016278063326596582,33.086822701495095
Refrigerator,1.2646851355283169,2.733710426054132,0.5505037098649707,0.46762140612677916,443.9631587464086
Heater,7.542895625324996,7.928874863938486,0.8577584649127463,0.14281086613109148,109.00543640433564
Air Conditioner,6.639353912438376,11.944808135675627,0.7361404821644005,0.11076721650044413,346.0784542386712
Washing Machine / Motor,5.535429054399837,7.553388699591523,0.6835138418900124,0.6866305760399942,165.89818593883726
Refrigerator,1.2107940844442073,1.841793057518452,0.6845670311386293,0.4397110071294367,1220.5248466431763
Air Conditioner,8.745371013592912,10.844225638754937,0.8177967410040936,0.06074419071823774,590.7902576749194
LED Light,0.025215217285245423,0.06759745792729835,0.8760523354062637,0.074543947418433,146.54807748201344
Refrigerator,1.4351105668758244,2.6567562912032923,0.4291914933455232,0.2949017454628549,599.4023180973239
Fan,0.29999457817376596,0.3220092202378808,0.8989438746925626,0.11907327403137453,142.08932657804135
LED Light,0.046167591748119005,0.05061260316793424,0.984535992088647,0.07636057941597608,67.83055745694219
LED Light,0.0690700529705013,0.03841463387594259,0.8633467293882549,0.0005758660498121571,117.63817407307297
TV,0.42466116666185955,0.7626591322253606,0.4264221231288641,0.19451364712994737,77.60958430891617
Washing Machine / Motor,4.431518575494219,6.8308819973495565,0.5959725005881633,0.6309107989945535,154.09154323079088
Charger,0.03511619581882265,0.1339603710845116,0.17183943386034006,0.7337020566122838,22.99048159700436
LED Light,0.03561721145396018,0.09350365214940809,0.9012196935717502,0.056044063098043995,59.967156687639886
Air Conditioner,5.056318653131562,6.041745523819747,0.62006331022576,0.020161439427817052,200.51413868530696
LED Light,0.04298831169496985,0.06632423936979863,0.7140897900325165,0.01662833687560794,229.26907643512
Washing Machine / Motor,3.1656090651529794,7.254531610754999,0.4833870440582895,0.3119979729000365,104.18793768039687
Washing Machine / Motor,2.8418488685680137,4.830066959200756,0.652139278340796,0.3658933343170551,48.33512892817891
Air Conditioner,5.047060377467991,9.52731415157869,0.7506982392976622,0.17467683287420951,105.36092584113786
Kettle,7.113968013429547,11.68739720319342,0.27681402188314624,0.0083902541828198,9.199841871134915
Washing Machine / Motor,2.172879749019829,7.189128599618004,0.367849637212629,0.6486790334168853,63.672075184909254
Kettle,8.13005947902608,7.12836649291931,0.2098550016256497,0.00013336394907920157,6.8861955689501375
Washing Machine / Motor,2.7074528483756626,6.310636744271244,0.3631785489687072,0.7520818419780375,64.595196849212
Water Pump,5.995093287287231,8.371360132957584,0.7531541226580737,0.04553974268516519,108.55000526046399
Kettle,9.729983498054958,7.803103238311502,0.23872696814552963,0.09751019011002005,14.54733672182956
Air Conditioner,8.145469543846792,7.500340551060919,0.7085243641604504,0.07009404046358558,523.7595139244227
Air Conditioner,5.05788256601146,6.715371466907152,0.8245458702692741,0.11343261758267845,358.8519630284128
Water Pump,6.0481538535563,6.622594713279048,0.40526510857275905,0.14724751934302358,90.54393160581475
LED Light,0.04812607792787035,0.05108856825320003,0.8795072452893277,0.02972378077086172,110.97816010688587
TV,0.42111005130878687,0.7662354539419487,0.6257666351118991,0.12011663939742721,46.6008528559521
LED Light,0.026637904217312436,0.08925166042141627,0.7382465986995946,0.03972872905603673,245.26974876047947
Fan,0.4148700894498699,0.4190976486622422,0.7468950912126582,0.14759018947951844,127.32811638821954
Kettle,6.486226518073076,7.682457229736151,0.1074350576099292,0.014081186209299946,14.007637745568607
Fan,0.37390524000726066,0.469018605213792,0.8873842144343594,0.17288664937367282,188.4728567709049
Kettle,9.33137237146735,6.605774369012181,0.12244027335312857,0.09905652127567348,6.3647301430842065
Fan,0.44102304145834026,0.4567729798010235,0.7898697033861621,0.015372415055232702,165.16855237901282
Refrigerator,1.287253769065491,1.516528715774327,0.4923144672718909,0.5968063877587342,1082.7814826236024
TV,0.3769031673872367,0.6547347745443004,0.789961709124094,0.08222268339896972,91.15404429733373
LED Light,0.05297173293942413,0.06090713509613639,0.9663112548274899,0.03509150125520787,61.60809443545358
Heater,4.03043765487795,7.293241206887966,0.9993227721527953,0.1389930537637278,113.26653983058944
Water Pump,4.312807002150469,6.338881324930174,0.6726913748220538,0.18235490940482857,100.79806071654983
Fan,0.34821914587663305,0.5781331886575282,0.7316179654323415,0.1528881456151009,140.61118441151802
Water Pump,3.72257493289878,6.97276281180474,0.5706501493905578,0.06696557031107013,72.21967965812551
Kettle,7.512687257811725,10.612602015129454,0.2825791960612468,0.07549317330722383,5.725516387102387
TV,0.6623027162545791,0.9875435848538406,0.4929158616385811,0.17625950912281835,72.52081428437393
Fan,0.44625151547825537,0.41448494973274047,0.9325703616697167,0.06851821656222637,199.47059683287836
LED Light,0.05332181305625787,0.08034412447905848,0.7685364223993896,0.09963339160567419,293.19415377963145
Charger,0.04441368208069063,0.0637539086013058,0.258040875656781,0.5686040896974442,29.190140580828434
Fan,0.3810347429048676,0.3780709793955688,0.7478476787624074,0.03209252285424529,49.03282532364906
TV,0.5314255729117418,0.9556709081082044,0.6216397121583305,0.03489969727959104,80.59253689298549
LED Light,0.07909047193774008,0.08872286605121539,0.73739880436098,0.09208418826173724,264.87201775677465
Kettle,9.834790965461593,6.617919266427123,0.2477305301176284,0.0958786643940408,13.347260752235272
Kettle,9.081957434005185,11.812726128119154,0.20286529578197177,0.04736911322907005,12.065445711903095
Fan,0.3331550207046644,0.42868330002904326,0.8622715011514243,0.13928596140722146,219.57944596909394
Water Pump,5.857053851287395,5.088813092745089,0.4706493704098366,0.07166458571787664,81.86192692354318
Refrigerator,0.7354459482653269,2.00714014880711,0.620657035932547,0.37661360415155876,859.299476523947
Refrigerator,1.3607030023446658,2.0508639966192845,0.5766022183254378,0.5533398804088416,865.1173914892341
Air Conditioner,8.087221873912938,11.25020718747155,0.8070813513080994,0.03763999633597246,214.05011834807507
Heater,6.2650737519009425,9.327670882060032,0.6400126684268614,0.051548012262303725,232.98571502005132
TV,0.44247757738455173,0.8485065069671315,0.6240463932037394,0.07729251286558705,87.2399362892067
Fan,0.3430673867878972,0.3041047244282043,0.7244796160014515,0.05171831822695681,37.520105021690085
LED Light,0.07774683769652667,0.04762476070777549,0.8491745517677156,0.03008783098167697,106.90693348191625
Refrigerator,0.6651215319671939,2.762210296713132,0.40266467595836575,0.4371938991021975,1367.0333640620265
LED Light,0.06914381083169936,0.06785556284898811,0.9130728395869935,0.03143501131837484,157.21533271185996
Fan,0.2560207744422638,0.5884476973722337,0.900360372010244,0.18664101755186124,101.68403000584952
Fan,0.282291566812848,0.44152195125553173,0.8660415328629549,0.1140573877462781,86.728942086335
TV,0.3352568973563168,0.7068327617916035,0.7000643331818405,0.13868017068580882,178.50283794754864
Washing Machine / Motor,3.344438584882415,6.1987385601883975,0.5135013282375144,0.7077934902578843,124.11684147254132
TV,0.3945899648954778,0.6057533746408841,0.6944141601704262,0.06400322261747836,100.96715078589385
Water Pump,3.0902466030293105,4.738217463185794,0.4105354806994208,0.1979846284841457,40.67579338903454
LED Light,0.07103696347046827,0.06928559517977675,0.8570172734123099,0.011476887186921747,262.2377172043474
Kettle,6.940115148472534,8.821028879651477,0.28407796630000737,0.0879184917779098,8.482734659789134
Water Pump,4.453533483985986,8.295388472251712,0.5872138771690909,0.04268986644892186,112.80659268849786
Washing Machine / Motor,4.53541160353417,5.136235981158522,0.6597466115683708,0.5596317072439221,105.88009477930326
Charger,0.07001480831643993,0.10179981835912487,0.15155036707507485,0.47907343320084655,15.61139399610374
Washing Machine / Motor,3.83085620599293,6.214118441377158,0.3412148523900402,0.7522318792761644,115.29063203549016
Kettle,9.477836466151551,6.897496067403803,0.27517714427339024,0.052428598337475124,7.89920128711711
Heater,8.701580766196322,6.115220273471399,0.7662814313139716,0.15739136209580828,177.42664019660256
Fan,0.3441920504869467,0.4985740897911034,0.9253531410862128,0.15077361654198262,186.03060042740384
Air Conditioner,5.776610786474196,6.782733819308364,0.9878024842945561,0.1736647927300736,542.3475194933712
Fan,0.40560504862893065,0.5282553992792345,0.7563167217076756,0.017676989396903743,218.71618369159413
Washing Machine / Motor,4.295781288802678,5.458969900313284,0.5933113183470606,0.5833280388010311,70.73983853705965
Air Conditioner,7.97841471601352,6.285106543242662,0.6096476412524153,0.1412464997063564,482.6318439243534
Water Pump,3.30577603580113,6.900974516239884,0.4551142082700388,0.008344958570700656,51.75891130539825
Refrigerator,1.3775422267139592,2.5630462590661343,0.6723230689379047,0.29830012487435514,957.7334311379161
Heater,5.731817515542471,7.79658572243606,0.9748579867260487,0.03340835626763052,223.76430831254052
LED Light,0.03660885846747834,0.09800728836307356,0.7994041021309152,0.04820410581120826,82.94638243936609
Heater,5.973024758306202,5.489144457595477,0.7140397997531976,0.09101034096162773,108.47558892864946
Heater,6.577734970375711,7.633375476194754,0.6886373721757789,0.15132455761798905,113.5793557387157
Kettle,6.089387153707429,7.4433214870641216,0.2129698341999149,0.07033409545189324,5.42974276969656
Heater,5.362738239465146,9.312442222634317,0.9066490660697945,0.07243575151162922,228.21362678738154
LED Light,0.04749803849171939,0.06392874009910329,0.7497323620489826,0.09456981470002823,259.49335029977874
